Ticker,Description,Exchange,Market Capitalization,Sector
MAIN,Main Street Capital Corporation,NYSE,2782968683.035568,Finance
MAN,ManpowerGroup,NYSE,6192486465.753524,Commercial Services
MANH,"Manhattan Associates, Inc.",NASDAQ,8892434045.918062,Technology Services
MANT,ManTech International Corporation,NASDAQ,3564801685.0854936,Technology Services
MANU,Manchester,NYSE,2532075091.4581985,Consumer Services
MAPS,"WM Technology, Inc.",NASDAQ,2990479062.9866476,Technology Services
MAR,Marriott International,NASDAQ,45208393491.55999,Consumer Services
MARA,"Marathon Digital Holdings, Inc.",NASDAQ,2881418836.7944117,Technology Services
MAS,Masco Corporation,NYSE,14684049487.503046,Producer Manufacturing
MASI,Masimo Corporation,NASDAQ,13202854391.482826,Health Technology
MASS,908 Devices Inc.,NASDAQ,1092006168.82494,Health Technology
MAT,"Mattel, Inc.",NASDAQ,6766251432.291775,Consumer Durables
MATW,Matthews International Corporation,NASDAQ,1129810214.7827032,Producer Manufacturing
MATX,"Matson, Inc.",NYSE,2661273103.8111544,Transportation
MAX,"MediaAlpha, Inc.",NYSE,2478835479.3807178,Technology Services
MAXN,"Maxeon Solar Technologies, Ltd.",NASDAQ,792347317.5929918,Utilities
MAXR,Maxar Technologies Inc.,NYSE,2794721442.9460387,Electronic Technology
MBI,MBIA Inc.,NYSE,554904940.6828794,Finance
MBIN,Merchants Bancorp,NASDAQ,1159632342.8832486,Finance
MBIO,"Mustang Bio, Inc.",NASDAQ,300357769.0495627,Health Technology
MBOT,Microbot Medical Inc.,NASDAQ,55159111.7048346,Health Technology
MBRX,"Moleculin Biotech, Inc.",NASDAQ,104675487.22371967,Health Technology
MBUU,"Malibu Boats, Inc.",NASDAQ,1494106602.984098,Consumer Durables
MC,Moelis & Company,NYSE,3659122349.291295,Finance
MCBC,Macatawa Bank Corporation,NASDAQ,305002773.39689577,Finance
MCD,McDonald's Corporation,NYSE,171336550110.73758,Consumer Services
MCF,Contango Oil & Gas Company,NYSE ARCA,896778531.2395606,Energy Minerals
MCFE,McAfee Corp.,NASDAQ,12147254568.162292,Technology Services
MCFT,"MasterCraft Boat Holdings, Inc.",NASDAQ,476223760.9215918,Consumer Durables
MCHP,Microchip Technology Incorporated,NASDAQ,39831641711.9353,Electronic Technology
MCHX,"Marchex, Inc.",NASDAQ,115451306.2105263,Technology Services
MCK,McKesson Corporation,NYSE,28596325661.239388,Distribution Services
MCO,Moody's Corporation,NYSE,65287872056.92437,Commercial Services
MCRB,"Seres Therapeutics, Inc.",NASDAQ,2001318742.9004784,Health Technology
MCRI,"Monarch Casino & Resort, Inc.",NASDAQ,1209435899.9984953,Consumer Services
MCS,Marcus Corporation (The),NYSE,657442196.4382285,Consumer Services
MCY,Mercury General Corporation,NYSE,3228670741.527643,Finance
MD,"Mednax, Inc.",NYSE,2641005692.5979056,Health Services
MDB,"MongoDB, Inc.",NASDAQ,23863036786.55737,Technology Services
MDC,"M.D.C. Holdings, Inc.",NYSE,3667954530.812346,Consumer Durables
MDCA,MDC Partners Inc.,NASDAQ,402460585.8217822,Commercial Services
MDGL,"Madrigal Pharmaceuticals, Inc.",NASDAQ,1744868452.3192804,Health Technology
MDIA,Mediaco Holding Inc.,NASDAQ,38547167,Consumer Services
MDJH,MDJM LTD,NASDAQ,79975227.25258495,Finance
MDLA,"Medallia, Inc.",NYSE,5051102075.1953125,Technology Services
MDLY,Medley Management Inc.,NYSE,18248738.23376623,Finance
MDLZ,"Mondelez International, Inc.",NASDAQ,87288758515.16507,Consumer Non-Durables
MDNA,Medicenna Therapeutics Corp.,NASDAQ,198676268.3209607,Health Technology
MDP,Meredith Corporation,NYSE,2172817857.6314893,Consumer Services
MDRX,"Allscripts Healthcare Solutions, Inc.",NASDAQ,2470390491.3939056,Technology Services
MDT,Medtronic plc.,NYSE,165793719009.6463,Health Technology
MDU,"MDU Resources Group, Inc.",NYSE,6166612655.275841,Utilities
MDWD,MediWound Ltd.,NASDAQ,130777301.21739131,Health Technology
MDXG,"MiMedx Group, Inc",NASDAQ,1368889321.9216015,Health Technology
ME,23andMe Holding Co.,NASDAQ,1532379631.4617116,Commercial Services
MED,MEDIFAST INC,NYSE,3098697804.8817234,Consumer Services
MEDP,"Medpace Holdings, Inc.",NASDAQ,6386496433.41889,Commercial Services
MEDS,"TRxADE HEALTH, Inc.",NASDAQ,36564126.315789476,Commercial Services
MEG,"Montrose Environmental Group, Inc.",NYSE,1294187924.9012816,Commercial Services
MEI,"Methode Electronics, Inc.",NYSE,1787773344.1331923,Electronic Technology
MEIP,"MEI Pharma, Inc.",NASDAQ,358041868.6956522,Health Technology
MELI,"MercadoLibre, Inc.",NASDAQ,73186197085.29465,Technology Services
MEOH,Methanex Corporation,NASDAQ,2508047570.8353257,Process Industries
MERC,Mercer International Inc.,NASDAQ,813636473.0428016,Process Industries
MESA,"Mesa Air Group, Inc.",NASDAQ,328084467.8472222,Transportation
MET,"MetLife, Inc.",NYSE,51036689660.858086,Finance
METC,"Ramaco Resources, Inc.",NASDAQ,241169764.13528338,Energy Minerals
MFC,Manulife Financial Corporation,NYSE,37596841487.327286,Finance
MFNC,Mackinac Financial Corporation,NASDAQ,208581243.73313785,Finance
MG,Mistras Group Inc,NYSE,296379351.35645473,Industrial Services
MGA,"Magna International, Inc.",NYSE,26831678088.638382,Producer Manufacturing
MGEE,MGE Energy Inc.,NASDAQ,2671388367.1499147,Utilities
MGI,"Moneygram International, Inc.",NASDAQ,815862734.6379486,Commercial Services
MGLN,"Magellan Health, Inc.",NASDAQ,2468087249.522182,Health Services
MGM,MGM Resorts International,NYSE,20043288411.624367,Consumer Services
MGNI,"Magnite, Inc.",NASDAQ,3800052968.208979,Commercial Services
MGNX,"MacroGenics, Inc.",NASDAQ,1314196968.3622048,Health Technology
MGPI,"MGP Ingredients, Inc.",NASDAQ,1359197295.045791,Process Industries
MGRC,McGrath RentCorp,NASDAQ,1892177321.2454908,Finance
MGTA,"Magenta Therapeutics, Inc.",NASDAQ,524995121.34179515,Health Technology
MGTX,MeiraGTx Holdings plc,NASDAQ,680172666.1159227,Health Technology
MGY,Magnolia Oil & Gas Corporation,NYSE,3426410019.33937,Energy Minerals
MHK,"Mohawk Industries, Inc.",NYSE,12593449025.882204,Consumer Durables
MHLD,"Maiden Holdings, Ltd.",NASDAQ,301493674.47761196,Finance
MHO,"M/I Homes, Inc.",NYSE,1769232925.2800925,Consumer Durables
MIC,Macquarie Infrastructure Corporation,NYSE,3395210413.2841,Finance
MICT,"MICT, Inc.",NASDAQ,258573075.87999997,Electronic Technology
MIDD,The Middleby Corporation,NASDAQ,8956816348.656937,Producer Manufacturing
MILE,"Metromile, Inc.",NASDAQ,1114418649.4148471,Finance
MIME,Mimecast Limited,NASDAQ,3467654650.1524787,Technology Services
MIRM,"Mirum Pharmaceuticals, Inc.",NASDAQ,548160741.0199556,Health Technology
MIST,Milestone Pharmaceuticals Inc.,NASDAQ,180568307.92144027,Health Technology
MITK,"Mitek Systems, Inc.",NASDAQ,818018452.9138731,Technology Services
MKC,"McCormick & Company, Incorporated",NYSE,22989448134.120285,Consumer Non-Durables
MKGI,"Monaker Group, Inc. Common Stock",NASDAQ,53006495.8468085,Commercial Services
MKSI,"MKS Instruments, Inc.",NASDAQ,9322596560.533298,Electronic Technology
MKTX,"MarketAxess Holdings, Inc.",NASDAQ,17074741263.535753,Finance
MKTY,Mechanical Technology Incorporated,NASDAQ,100073119.46785714,Electronic Technology
MLAC,Malacca Straits Acquisition Company Limited,NASDAQ,177890618,Finance
MLHR,"Herman Miller, Inc.",NASDAQ,2628568549.0907917,Producer Manufacturing
MLI,"Mueller Industries, Inc.",NYSE,2423920090.3094254,Producer Manufacturing
MLM,"Martin Marietta Materials, Inc.",NYSE,20913540244.507427,Non-Energy Minerals
MMAC,"MMA Capital Holdings, Inc.",NASDAQ,155765612.4891023,Miscellaneous
MMC,"Marsh & McLennan Companies, Inc.",NYSE,68300924632.118965,Finance
MMI,"Marcus & Millichap, Inc.",NYSE,1540519546.3061326,Finance
MMLP,Martin Midstream Partners L.P.,NASDAQ,115632195.93124998,Industrial Services
MMM,3M Company,NYSE,111065727313.63329,Producer Manufacturing
MMP,Magellan Midstream Partners L.P. Limited Partnership,NYSE,11168606042.89503,Industrial Services
MMS,"Maximus, Inc.",NYSE,5462997253.053427,Commercial Services
MMSI,"Merit Medical Systems, Inc.",NASDAQ,3373276408.951918,Health Technology
MMX,Maverix Metals Inc.,NYSE ARCA,745624611.1475409,Non-Energy Minerals
MMYT,MakeMyTrip Limited,NASDAQ,3026133172.509317,Consumer Services
MN,"Manning & Napier, Inc.",NYSE,135082959,Finance
MNDO,MIND C.T.I. Ltd.,NASDAQ,63954645.73208723,Commercial Services
MNKD,MannKind Corporation,NASDAQ,1061410383.9189188,Health Technology
MNMD,Mind Medicine (MindMed) Inc. - Subordinate Voting Shares,NASDAQ,3285795.1963648167,Health Technology
MNOV,"MediciNova, Inc.",NASDAQ,183369704.31331593,Health Technology
MNPR,Monopar Therapeutics Inc.,NASDAQ,73031312.98677686,Health Technology
MNRL,"Brigham Minerals, Inc.",NYSE,1153271100.676558,Miscellaneous
MNRO,"Monro, Inc.",NASDAQ,2047419624.26054,Retail Trade
MNST,Monster Beverage Corporation,NASDAQ,48500866837.60009,Consumer Non-Durables
MNTK,"Montauk Renewables, Inc.",NASDAQ,1222557205.7854822,Utilities
MO,"Altria Group, Inc.",NYSE,85703041022.52936,Consumer Non-Durables
MOD,Modine Manufacturing Company,NYSE,811054264.3106617,Producer Manufacturing
MODN,"Model N, Inc.",NYSE,1254096685.7064114,Technology Services
MODV,ModivCare Inc.,NASDAQ,2294782374.634705,Transportation
MOG.A,Moog Inc.,NYSE,2675857294.6121664,Electronic Technology
MOGO,Mogo Inc.,NASDAQ,496338172.6779278,Finance
MOH,Molina Healthcare Inc,NYSE,13989136297.291214,Health Services
MORF,"Morphic Holding, Inc.",NASDAQ,2327859636.7949276,Health Technology
MORN,"Morningstar, Inc.",NASDAQ,10413542224.6653,Finance
MOS,Mosaic Company (The),NYSE,11363184801.043821,Process Industries
MOSY,"MoSys, Inc.",NASDAQ,56046132.819722645,Electronic Technology
MOTN,Motion Acquisition Corp.,NASDAQ,143189368.98732397,Finance
MOTV,Motive Capital Corp,NYSE,505080000.9979551,Finance
MOV,Movado Group Inc.,NYSE,696245373.4047066,Consumer Durables
MOXC,"Moxian, Inc.",NASDAQ,224748575.93893126,Technology Services
MP,MP Materials Corp.,NYSE,5482510488.951219,Non-Energy Minerals
MPAA,"Motorcar Parts of America, Inc.",NASDAQ,424153642.5266273,Producer Manufacturing
MPAC,Model Performance Acquisition Corp.,NASDAQ,71084377,Finance
MPB,Mid Penn Bancorp,NASDAQ,305113024.857904,Finance
MPC,Marathon Petroleum Corporation,NYSE,38421772252.75607,Energy Minerals
MPLN,MultiPlan Corporation,NYSE,6111862939.1373625,Finance
MPLX,MPLX LP,NYSE,30494592228.746277,Industrial Services
MPWR,"Monolithic Power Systems, Inc.",NASDAQ,16195085802.226242,Electronic Technology
MRAC,Marquee Raine Acquisition Corp.,NASDAQ,463917167.52012074,Finance
MRAM,"Everspin Technologies, Inc.",NASDAQ,126044910.7861446,Electronic Technology
MRC,MRC Global Inc.,NYSE,798656626.0123203,Distribution Services
MRCC,Monroe Capital Corporation,NASDAQ,230717320.24863386,Finance
MRCY,Mercury Systems Inc,NASDAQ,3758304658.090949,Electronic Technology
MRK,"Merck & Company, Inc.",NYSE,193980998595.0071,Health Technology
MRKR,"Marker Therapeutics, Inc.",NASDAQ,266474711.94626862,Health Technology
MRLN,Marlin Business Services Corp.,NASDAQ,274651181.65996504,Finance
MRNA,"Moderna, Inc.",NASDAQ,79980317187.18802,Health Technology
MRNS,"Marinus Pharmaceuticals, Inc.",NASDAQ,677719500.1378169,Health Technology
MRO,Marathon Oil Corporation,NYSE,9907084430.918543,Energy Minerals
MRSN,"Mersana Therapeutics, Inc.",NASDAQ,957170577.0369339,Health Technology
MRTN,"Marten Transport, Ltd.",NASDAQ,1348412574.091892,Transportation
MRTX,"Mirati Therapeutics, Inc.",NASDAQ,8567834640.766067,Health Technology
MRUS,Merus N.V.,NASDAQ,837554302,Health Technology
MRVI,"Maravai LifeSciences Holdings, Inc.",NASDAQ,12348348199.42415,Commercial Services
MRVL,"Marvell Technology, Inc.",NASDAQ,44474264138.49329,Electronic Technology
MS,Morgan Stanley,NYSE,156456924359.2711,Finance
MSA,MSA Safety Incorporated,NYSE,6172769354.074075,Consumer Durables
MSBI,"Midland States Bancorp, Inc.",NASDAQ,581709706.8917412,Finance
MSCI,MSCI Inc,NYSE,41450349157.0212,Technology Services
MSEX,Middlesex Water Company,NASDAQ,1472735226.9517477,Utilities
MSFT,Microsoft Corporation,NASDAQ,1953916380534.672,Technology Services
MSGE,Madison Square Garden Entertainment Corp.,NYSE,2044397214.003499,Consumer Services
MSGN,MSG Networks Inc.,NYSE,841470937.9376192,Consumer Services
MSGS,Madison Square Garden Sports Corp.,NYSE,4095326992.127073,Consumer Services
MSI,"Motorola Solutions, Inc.",NYSE,35126303521.613106,Electronic Technology
MSM,"MSC Industrial Direct Company, Inc.",NYSE,4896853113.501595,Distribution Services
MSP,Datto Holding Corp.,NYSE,4281870657.096409,Technology Services
MSTR,MicroStrategy Incorporated,NASDAQ,6300119897.396491,Technology Services
MT,Arcelor Mittal NY Registry Shares NEW,NYSE,31056859599.41017,Non-Energy Minerals
MTA,Metalla Royalty & Streaming Ltd.,NYSE ARCA,425991101.1569255,Commercial Services
MTB,M&T Bank Corporation,NYSE,18397122159.177822,Finance
MTBC,"CareCloud, Inc.",NASDAQ,125431267.90113637,Technology Services
MTCH,"Match Group, Inc.",NASDAQ,41648949189.59068,Technology Services
MTCR,"Metacrine, Inc.",NASDAQ,104899917.1764706,Health Technology
MTD,"Mettler-Toledo International, Inc.",NYSE,31480504783.369095,Health Technology
MTDR,Matador Resources Company,NYSE,3697317442.5419993,Energy Minerals
MTEM,"Molecular Templates, Inc.",NASDAQ,477364495.52797204,Health Technology
MTG,MGIC Investment Corporation,NYSE,4580760885.74514,Finance
MTH,Meritage Homes Corporation,NYSE,3602642154.1932826,Consumer Durables
MTN,"Vail Resorts, Inc.",NYSE,12746797937.466003,Consumer Services
MTOR,"Meritor, Inc.",NYSE,1593901946.2371087,Producer Manufacturing
MTRN,Materion Corporation,NYSE,1543354433.1496468,Non-Energy Minerals
MTRX,Matrix Service Company,NASDAQ,285666570.1543156,Industrial Services
MTSI,"MACOM Technology Solutions Holdings, Inc.",NASDAQ,4028831975.3447766,Electronic Technology
MTSL,MER Telemanagement Solutions Ltd.,NASDAQ,13208760.631578948,Technology Services
MTW,"Manitowoc Company, Inc. (The)",NYSE,782578964.6374063,Producer Manufacturing
MTX,Minerals Technologies Inc.,NYSE,2587084498.1939845,Process Industries
MTZ,"MasTec, Inc.",NYSE,7446739197.633811,Industrial Services
MU,"Micron Technology, Inc.",NASDAQ,86292924176.40067,Electronic Technology
MUDS,Mudrick Capital Acquisition Corporation II,NASDAQ,444726577.7027027,Finance
MUR,Murphy Oil Corporation,NYSE,3560459601.334768,Energy Minerals
MUSA,Murphy USA Inc.,NYSE,3478345472.6195664,Retail Trade
MVIS,"MicroVision, Inc.",NASDAQ,2975810448.9033513,Electronic Technology
MWA,MUELLER WATER PRODUCTS,NYSE,2129001271.1356423,Producer Manufacturing
MX,Magnachip Semiconductor Corporation,NYSE,1112478070.0833333,Electronic Technology
MXC,Mexco Energy Corporation,NYSE ARCA,16428311.379999999,Energy Minerals
MXIM,"Maxim Integrated Products, Inc.",NASDAQ,26809528859.964912,Electronic Technology
MXL,"MaxLinear, Inc.",NYSE,2922405453.332916,Electronic Technology
MYE,"Myers Industries, Inc.",NYSE,744822788.2141825,Process Industries
MYGN,"Myriad Genetics, Inc.",NASDAQ,2204456908.4349527,Health Technology
MYMD,"MyMD Pharmaceuticals, Inc.",NASDAQ,212060208.7328767,Health Technology
MYO,Myomo Inc.,NYSE ARCA,58001639.43317973,Distribution Services
MYOV,Myovant Sciences Ltd.,NYSE,1925659809.3125904,Health Technology
MYRG,"MYR Group, Inc.",NASDAQ,1461299891.2547116,Industrial Services
NAPA,"The Duckhorn Portfolio, Inc.",NYSE,2745153790.715182,Distribution Services
NARI,"Inari Medical, Inc.",NASDAQ,4603933484.637262,Health Technology
NAT,Nordic American Tankers Limited,NYSE,531259442.3121387,Transportation
NATI,National Instruments Corporation,NASDAQ,5559080943.692527,Technology Services
NATR,"Nature's Sunshine Products, Inc.",NASDAQ,381178697.31018513,Consumer Non-Durables
NAV,Navistar International Corporation,NYSE,4433358030.447943,Producer Manufacturing
NAVI,Navient Corporation,NASDAQ,3292273492.4229574,Finance
NBA,New Beginnings Acquisition Corp.,NYSE ARCA,149946004,Finance
NBEV,"NewAge, Inc.",NASDAQ,319508086.7368421,Consumer Non-Durables
NBHC,National Bank Holdings Corporation,NYSE,1125058805.4360313,Finance
NBIX,"Neurocrine Biosciences, Inc.",NASDAQ,9503762737.291609,Health Technology
NBR,Nabors Industries Ltd.,NYSE,938942432.6928592,Industrial Services
NBSE,"NeuBase Therapeutics, Inc.",NASDAQ,151478906.58655804,Health Technology
NBTB,NBT Bancorp Inc.,NASDAQ,1570255264.5852108,Finance
NCLH,Norwegian Cruise Line Holdings Ltd.,NYSE,11208970997.726831,Consumer Services
NCMI,"National CineMedia, Inc.",NASDAQ,406600885.0197629,Commercial Services
NCNO,"nCino, Inc.",NASDAQ,6244290424.74353,Technology Services
NCR,NCR Corporation,NYSE,5694149637.902331,Electronic Technology
NDAQ,"Nasdaq, Inc.",NASDAQ,28847605062.666447,Finance
NDLS,Noodles & Company,NASDAQ,543780757.0757703,Consumer Services
NDRA,ENDRA Life Sciences Inc.,NASDAQ,87929389.29223745,Health Technology
NDSN,Nordson Corporation,NASDAQ,12508623486.466728,Producer Manufacturing
NEBC,Nebula Caravel Acquisition Corp.,NASDAQ,342718742.01601607,Finance
NEE,"NextEra Energy, Inc.",NYSE,143567966368.68823,Utilities
NEGG,"Newegg Commerce, Inc.",NASDAQ,3777527807.947214,Retail Trade
NEM,Newmont Corporation,NYSE,50168758380.60279,Non-Energy Minerals
NEO,"NeoGenomics, Inc.",NASDAQ,5085000036.189078,Health Services
NEOG,Neogen Corporation,NASDAQ,4804002115.664276,Health Technology
NEP,"NextEra Energy Partners, LP",NYSE,5638828351.420407,Utilities
NERV,"Minerva Neurosciences, Inc",NASDAQ,112357719.67910446,Health Technology
NESR,National Energy Services Reunited Corp.,NASDAQ,1321905463.0792685,Industrial Services
NET,"Cloudflare, Inc.",NYSE,31562709187.015095,Technology Services
NETE,"Net Element, Inc.",NASDAQ,59750272.94087405,Technology Services
NETI,Eneti Inc.,NYSE,210068394.6506986,Transportation
NEWR,"New Relic, Inc.",NYSE,4544061706.164015,Technology Services
NEWT,Newtek Business Services Corp.,NASDAQ,756101458.9318905,Commercial Services
NEX,NexTier Oilfield Solutions Inc.,NYSE,1127208167.5142858,Industrial Services
NEXA,Nexa Resources S.A.,NYSE,1153540358.5017629,Non-Energy Minerals
NEXT,NextDecade Corporation,NASDAQ,530354782.07614213,Energy Minerals
NFBK,"Northfield Bancorp, Inc.",NASDAQ,813156185.2052695,Finance
NFE,New Fortress Energy Inc.,NASDAQ,8334085803.169165,Industrial Services
NFG,National Fuel Gas Company,NYSE,4692659141.630916,Energy Minerals
NFH,New Frontier Health Corporation,NYSE,1466146222.2698836,Finance
NFLX,"Netflix, Inc.",NASDAQ,222042788717.44354,Consumer Services
NG,Novagold Resources Inc.,NYSE ARCA,2703662510.090909,Non-Energy Minerals
NGAB,Northern Genesis Acquisition Corp. II,NYSE,512324978.08853126,Finance
NGAC,NextGen Acquisition Corporation,NASDAQ,465468730.0201207,Finance
NGL,NGL ENERGY PARTNERS LP,NYSE,281218835.65625,Industrial Services
NGM,"NGM Biopharmaceuticals, Inc.",NASDAQ,1568860744.2464793,Health Technology
NGMS,NeoGames S.A.,NASDAQ,1695654403.6122508,Technology Services
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",NYSE,253420769.43167973,Retail Trade
NGVT,Ingevity Corporation,NYSE,3189899561.6338735,Process Industries
NH,"NantHealth, Inc.",NASDAQ,288036692.0301887,Technology Services
NHIC,NewHold Investment Corp.,NASDAQ,214978131,Finance
NI,NiSource Inc,NYSE,9813270047.675426,Utilities
NINE,"Nine Energy Service, Inc.",NYSE,87176616.1,Industrial Services
NISN,"NiSun Intl Enterprise Development Group Co, Ltd",NASDAQ,231656294.77057794,Producer Manufacturing
NJR,NewJersey Resources Corporation,NYSE,3945116941.93299,Utilities
NKE,"Nike, Inc.",NYSE,202882138425.80984,Consumer Non-Durables
